container	id	weight	maxWeight	totalWeight	length	width	height	itemTransported
HardTop20Container	2188	2590	27780	7808.05	5.886	2.342	2.375	Desk
DV20Container	2189	2370	28230	15690.349	5.9	2.35	2.395	TV
HardTop20Container	2190	2590	27780	24599.089	5.886	2.342	2.375	Bicycle
HC40Container	2191	4010	28490	26304.763	12.032	2.35	2.7	Lamp
HC40Container	2192	4010	28490	9526.174	12.032	2.35	2.7	Lamp
HC40Container	2193	4010	28490	11368.081	12.032	2.35	2.7	Jeans
Tank20Container	2194	3385	32580	27409.175	6.058	2.438	2.591	Milk
HC40Container	2195	4010	28490	24280.861	12.032	2.35	2.7	Lamp
HC40Container	2196	4010	28490	26415.165	12.032	2.35	2.7	Flower pot
HC40Container	2197	4010	28490	12382.697	12.032	2.35	2.7	Lamp
Tank20Container	2198	3385	32580	21250.021	6.058	2.438	2.591	Water
HC40Container	2199	4010	28490	14411.031	12.032	2.35	2.7	Bed
DV20Container	2200	2370	28230	18063.517	5.9	2.35	2.395	Shampoo
Tank20Container	2201	3385	32580	7533.829	6.058	2.438	2.591	Apple juice
DV20Container	2202	2370	28230	4269.183	5.9	2.35	2.395	Shampoo
HC40Container	2203	4010	28490	20081.423	12.032	2.35	2.7	Flower pot
DV20Container	2204	2370	28230	15156.177	5.9	2.35	2.395	Cleaning agent
Tank20Container	2205	3385	32580	25555.856	6.058	2.438	2.591	Milk
Reefer20Container	2206	2905	27420	26071.527	5.535	2.284	2.224	Fries
Reefer20Container	2207	2905	27420	3620.419	5.535	2.284	2.224	Ice Cream
HC40Container	2208	4010	28490	21435.461	12.032	2.35	2.7	Bed
DV20Container	2209	2370	28230	11114.708	5.9	2.35	2.395	Cleaning agent
HardTop20Container	2210	2590	27780	24646.893	5.886	2.342	2.375	Bicycle
Tank20Container	2211	3385	32580	26280.07	6.058	2.438	2.591	Apple juice
HardTop20Container	2212	2590	27780	12342.469	5.886	2.342	2.375	Laptop
Tank20Container	2213	3385	32580	16773.945	6.058	2.438	2.591	Milk
Tank20Container	2214	3385	32580	11542.386	6.058	2.438	2.591	Water
Tank20Container	2215	3385	32580	12126.316	6.058	2.438	2.591	Oil
HardTop20Container	2216	2590	27780	16226.058	5.886	2.342	2.375	Bicycle
DV20Container	2217	2370	28230	9790.909	5.9	2.35	2.395	TV
Reefer20Container	2218	2905	27420	6895.391	5.535	2.284	2.224	Pizza
Reefer20Container	2219	2905	27420	14389.062	5.535	2.284	2.224	Steak
Tank20Container	2220	3385	32580	11838.851	6.058	2.438	2.591	Water
DV20Container	2221	2370	28230	14015.172	5.9	2.35	2.395	Headphones
Tank20Container	2222	3385	32580	30026.538	6.058	2.438	2.591	Milk
HardTop20Container	2223	2590	27780	19111.741	5.886	2.342	2.375	Desk
HC40Container	2224	4010	28490	8448.616	12.032	2.35	2.7	Jeans
HardTop20Container	2225	2590	27780	16174.911	5.886	2.342	2.375	Desk
HardTop20Container	2226	2590	27780	6961.685	5.886	2.342	2.375	Desk
Tank20Container	2227	3385	32580	9040.041	6.058	2.438	2.591	Water
Tank20Container	2228	3385	32580	22972.858	6.058	2.438	2.591	Apple juice
DV20Container	2229	2370	28230	6255.796	5.9	2.35	2.395	Headphones
DV20Container	2230	2370	28230	11869.003	5.9	2.35	2.395	Headphones
Reefer20Container	2231	2905	27420	9882.545	5.535	2.284	2.224	Ice Cream
Reefer20Container	2232	2905	27420	18841.34	5.535	2.284	2.224	Steak
Reefer20Container	2233	2905	27420	13166.241	5.535	2.284	2.224	Pizza
HC40Container	2234	4010	28490	6639.405	12.032	2.35	2.7	Lamp
HardTop20Container	2235	2590	27780	17909.598	5.886	2.342	2.375	Painting
HardTop20Container	2236	2590	27780	20032.974	5.886	2.342	2.375	Painting
HardTop20Container	2237	2590	27780	4252.567	5.886	2.342	2.375	Desk
Reefer20Container	2238	2905	27420	21350.818	5.535	2.284	2.224	Steak
Reefer20Container	2239	2905	27420	24653.833	5.535	2.284	2.224	Steak
HC40Container	2240	4010	28490	7994.236	12.032	2.35	2.7	Lamp
HC40Container	2241	4010	28490	6159.827	12.032	2.35	2.7	Bed
HardTop20Container	2242	2590	27780	17815.553	5.886	2.342	2.375	Laptop
Tank20Container	2243	3385	32580	8230.166	6.058	2.438	2.591	Apple juice
DV20Container	2244	2370	28230	18486.785	5.9	2.35	2.395	Cleaning agent
HardTop20Container	2245	2590	27780	11123.841	5.886	2.342	2.375	Bicycle
HardTop20Container	2246	2590	27780	22942.656	5.886	2.342	2.375	Painting
HC40Container	2247	4010	28490	18097.26	12.032	2.35	2.7	Bed
HC40Container	2248	4010	28490	4884.996	12.032	2.35	2.7	Lamp
DV20Container	2249	2370	28230	13811.134	5.9	2.35	2.395	Cleaning agent
DV20Container	2250	2370	28230	23950.266	5.9	2.35	2.395	Shampoo
HardTop20Container	2251	2590	27780	25672.616	5.886	2.342	2.375	Laptop
Reefer20Container	2252	2905	27420	5381.004	5.535	2.284	2.224	Steak
HC40Container	2253	4010	28490	19783.429	12.032	2.35	2.7	Lamp
Tank20Container	2254	3385	32580	19354.573	6.058	2.438	2.591	Apple juice
DV20Container	2255	2370	28230	14737.909	5.9	2.35	2.395	Cleaning agent
Reefer20Container	2256	2905	27420	20144.108	5.535	2.284	2.224	Fries
DV20Container	2257	2370	28230	14200.286	5.9	2.35	2.395	Cleaning agent
HC40Container	2258	4010	28490	9669.477	12.032	2.35	2.7	Jeans
HardTop20Container	2259	2590	27780	5898.581	5.886	2.342	2.375	Painting
HC40Container	2260	4010	28490	24459.085	12.032	2.35	2.7	Bed
Tank20Container	2261	3385	32580	9416.051	6.058	2.438	2.591	Oil
Tank20Container	2262	3385	32580	22448.357	6.058	2.438	2.591	Water
DV20Container	2263	2370	28230	25008.08	5.9	2.35	2.395	TV
HardTop20Container	2264	2590	27780	16918.109	5.886	2.342	2.375	Desk
Reefer20Container	2265	2905	27420	24200.755	5.535	2.284	2.224	Ice Cream
HardTop20Container	2266	2590	27780	6500.76	5.886	2.342	2.375	Laptop
Reefer20Container	2267	2905	27420	20391.55	5.535	2.284	2.224	Fries
Tank20Container	2268	3385	32580	20930.143	6.058	2.438	2.591	Oil
HardTop20Container	2269	2590	27780	25965.35	5.886	2.342	2.375	Painting
Tank20Container	2270	3385	32580	4646.112	6.058	2.438	2.591	Apple juice
Reefer20Container	2271	2905	27420	25615.312	5.535	2.284	2.224	Steak
HC40Container	2272	4010	28490	20289.372	12.032	2.35	2.7	Lamp
Reefer20Container	2273	2905	27420	10646.541	5.535	2.284	2.224	Ice Cream
HardTop20Container	2274	2590	27780	3173.205	5.886	2.342	2.375	Laptop
Tank20Container	2275	3385	32580	20130.582	6.058	2.438	2.591	Apple juice
DV20Container	2276	2370	28230	18371.583	5.9	2.35	2.395	Cleaning agent
Reefer20Container	2277	2905	27420	24738.303	5.535	2.284	2.224	Fries
DV20Container	2278	2370	28230	9057.89	5.9	2.35	2.395	Shampoo
DV20Container	2279	2370	28230	10376.744	5.9	2.35	2.395	TV
Tank20Container	2280	3385	32580	13393.024	6.058	2.438	2.591	Milk
DV20Container	2281	2370	28230	10834.086	5.9	2.35	2.395	TV
DV20Container	2282	2370	28230	20099.03	5.9	2.35	2.395	Shampoo
Reefer20Container	2283	2905	27420	13299.487	5.535	2.284	2.224	Pizza
DV20Container	2284	2370	28230	19756.445	5.9	2.35	2.395	Headphones
HC40Container	2285	4010	28490	21928.29	12.032	2.35	2.7	Jeans
DV20Container	2286	2370	28230	17624.885	5.9	2.35	2.395	Headphones
Tank20Container	2287	3385	32580	13278.505	6.058	2.438	2.591	Oil
Reefer20Container	2288	2905	27420	14287.744	5.535	2.284	2.224	Pizza
Tank20Container	2289	3385	32580	26027.348	6.058	2.438	2.591	Milk
Tank20Container	2290	3385	32580	6047.134	6.058	2.438	2.591	Milk
Tank20Container	2291	3385	32580	23014.228	6.058	2.438	2.591	Oil
HardTop20Container	2292	2590	27780	16629.747	5.886	2.342	2.375	Bicycle
HardTop20Container	2293	2590	27780	18935.312	5.886	2.342	2.375	Painting
HardTop20Container	2294	2590	27780	5111.938	5.886	2.342	2.375	Bicycle
HC40Container	2295	4010	28490	13145.193	12.032	2.35	2.7	Bed
HC40Container	2296	4010	28490	24112.423	12.032	2.35	2.7	Lamp
HardTop20Container	2297	2590	27780	19741.676	5.886	2.342	2.375	Painting
Reefer20Container	2298	2905	27420	15670.736	5.535	2.284	2.224	Ice Cream
HC40Container	2299	4010	28490	12902.559	12.032	2.35	2.7	Jeans
Tank20Container	2300	3385	32580	24172.524	6.058	2.438	2.591	Oil
Reefer20Container	2301	2905	27420	3744.243	5.535	2.284	2.224	Ice Cream
DV20Container	2302	2370	28230	27043.072	5.9	2.35	2.395	Headphones
Reefer20Container	2303	2905	27420	17285.377	5.535	2.284	2.224	Ice Cream
HardTop20Container	2304	2590	27780	21509.883	5.886	2.342	2.375	Bicycle
HardTop20Container	2305	2590	27780	15033.69	5.886	2.342	2.375	Bicycle
HardTop20Container	2306	2590	27780	25934.296	5.886	2.342	2.375	Bicycle
HC40Container	2307	4010	28490	12727.187	12.032	2.35	2.7	Bed
Reefer20Container	2308	2905	27420	5983.837	5.535	2.284	2.224	Pizza
Tank20Container	2309	3385	32580	32569.687	6.058	2.438	2.591	Apple juice
HC40Container	2310	4010	28490	21505.818	12.032	2.35	2.7	Lamp
HardTop20Container	2311	2590	27780	13031.335	5.886	2.342	2.375	Bicycle
HC40Container	2312	4010	28490	8304.353	12.032	2.35	2.7	Flower pot
Reefer20Container	2313	2905	27420	8670.092	5.535	2.284	2.224	Pizza
Tank20Container	2314	3385	32580	8166.524	6.058	2.438	2.591	Oil
Tank20Container	2315	3385	32580	8670.507	6.058	2.438	2.591	Oil
Tank20Container	2316	3385	32580	28874.006	6.058	2.438	2.591	Water
DV20Container	2317	2370	28230	9831.752	5.9	2.35	2.395	Shampoo
HardTop20Container	2318	2590	27780	15587.723	5.886	2.342	2.375	Desk
Reefer20Container	2319	2905	27420	8847.502	5.535	2.284	2.224	Pizza
DV20Container	2320	2370	28230	16086.686	5.9	2.35	2.395	Headphones
Tank20Container	2321	3385	32580	6875.105	6.058	2.438	2.591	Oil
Reefer20Container	2322	2905	27420	6453.793	5.535	2.284	2.224	Pizza
DV20Container	2323	2370	28230	9220.496	5.9	2.35	2.395	TV
Reefer20Container	2324	2905	27420	24320.535	5.535	2.284	2.224	Steak
Tank20Container	2325	3385	32580	13114.463	6.058	2.438	2.591	Apple juice
Tank20Container	2326	3385	32580	11375.738	6.058	2.438	2.591	Milk
Reefer20Container	2327	2905	27420	6680.502	5.535	2.284	2.224	Ice Cream
Tank20Container	2328	3385	32580	12570.926	6.058	2.438	2.591	Milk
Tank20Container	2329	3385	32580	19357.513	6.058	2.438	2.591	Water
DV20Container	2330	2370	28230	7749.039	5.9	2.35	2.395	Cleaning agent
Tank20Container	2331	3385	32580	17048.779	6.058	2.438	2.591	Water
DV20Container	2332	2370	28230	20991.609	5.9	2.35	2.395	TV
HardTop20Container	2333	2590	27780	14181.226	5.886	2.342	2.375	Painting
Reefer20Container	2334	2905	27420	11312.858	5.535	2.284	2.224	Fries
DV20Container	2335	2370	28230	23183.056	5.9	2.35	2.395	TV
HardTop20Container	2336	2590	27780	8266.697	5.886	2.342	2.375	Laptop
DV20Container	2337	2370	28230	17532.915	5.9	2.35	2.395	Headphones
DV20Container	2338	2370	28230	8334.412	5.9	2.35	2.395	Headphones
Tank20Container	2339	3385	32580	6994.071	6.058	2.438	2.591	Apple juice
Reefer20Container	2340	2905	27420	19530.743	5.535	2.284	2.224	Ice Cream
Tank20Container	2341	3385	32580	17885.093	6.058	2.438	2.591	Apple juice
Reefer20Container	2342	2905	27420	9855.549	5.535	2.284	2.224	Pizza
DV20Container	2343	2370	28230	21448.47	5.9	2.35	2.395	Headphones
Reefer20Container	2344	2905	27420	5516.586	5.535	2.284	2.224	Pizza
Tank20Container	2345	3385	32580	13039.942	6.058	2.438	2.591	Apple juice
Tank20Container	2346	3385	32580	11362.011	6.058	2.438	2.591	Oil
DV20Container	2347	2370	28230	2917.836	5.9	2.35	2.395	Shampoo
DV20Container	2348	2370	28230	7577.267	5.9	2.35	2.395	Headphones
HardTop20Container	2349	2590	27780	9748.194	5.886	2.342	2.375	Bicycle
Tank20Container	2350	3385	32580	22145.038	6.058	2.438	2.591	Water
HC40Container	2351	4010	28490	21315.476	12.032	2.35	2.7	Flower pot
HC40Container	2352	4010	28490	8441.803	12.032	2.35	2.7	Bed
HC40Container	2353	4010	28490	22525.386	12.032	2.35	2.7	Bed
DV20Container	2354	2370	28230	22822.432	5.9	2.35	2.395	Cleaning agent
HC40Container	2355	4010	28490	4622.866	12.032	2.35	2.7	Flower pot
Reefer20Container	2356	2905	27420	16653.271	5.535	2.284	2.224	Pizza
DV20Container	2357	2370	28230	24365.768	5.9	2.35	2.395	Headphones
HC40Container	2358	4010	28490	26420.799	12.032	2.35	2.7	Bed
HC40Container	2359	4010	28490	24240.798	12.032	2.35	2.7	Flower pot
Tank20Container	2360	3385	32580	11844.889	6.058	2.438	2.591	Milk
HardTop20Container	2361	2590	27780	26785.027	5.886	2.342	2.375	Laptop
Reefer20Container	2362	2905	27420	19967.999	5.535	2.284	2.224	Fries
Reefer20Container	2363	2905	27420	9516.378	5.535	2.284	2.224	Fries
HC40Container	2364	4010	28490	14709.397	12.032	2.35	2.7	Flower pot
Tank20Container	2365	3385	32580	10582.663	6.058	2.438	2.591	Milk
HardTop20Container	2366	2590	27780	4965.212	5.886	2.342	2.375	Painting
Tank20Container	2367	3385	32580	21198.648	6.058	2.438	2.591	Oil
Tank20Container	2368	3385	32580	6605.651	6.058	2.438	2.591	Water
Tank20Container	2369	3385	32580	29925.792	6.058	2.438	2.591	Apple juice
HC40Container	2370	4010	28490	23785.927	12.032	2.35	2.7	Bed
DV20Container	2371	2370	28230	5559.057	5.9	2.35	2.395	Cleaning agent
DV20Container	2372	2370	28230	17144.896	5.9	2.35	2.395	TV
HardTop20Container	2373	2590	27780	10128.389	5.886	2.342	2.375	Desk
HardTop20Container	2374	2590	27780	14292.365	5.886	2.342	2.375	Bicycle
HardTop20Container	2375	2590	27780	8114.025	5.886	2.342	2.375	Laptop
Reefer20Container	2376	2905	27420	17070.138	5.535	2.284	2.224	Ice Cream
Tank20Container	2377	3385	32580	5504.453	6.058	2.438	2.591	Milk
Reefer20Container	2378	2905	27420	14520.556	5.535	2.284	2.224	Ice Cream
DV20Container	2379	2370	28230	11699.896	5.9	2.35	2.395	Cleaning agent
Tank20Container	2380	3385	32580	27445.043	6.058	2.438	2.591	Oil
Reefer20Container	2381	2905	27420	22215.036	5.535	2.284	2.224	Pizza
HardTop20Container	2382	2590	27780	16702.852	5.886	2.342	2.375	Painting
HardTop20Container	2383	2590	27780	14773.051	5.886	2.342	2.375	Laptop
Reefer20Container	2384	2905	27420	26947.514	5.535	2.284	2.224	Steak
HardTop20Container	2385	2590	27780	17178.172	5.886	2.342	2.375	Bicycle
Reefer20Container	2386	2905	27420	12667.416	5.535	2.284	2.224	Ice Cream
Tank20Container	2387	3385	32580	10320.175	6.058	2.438	2.591	Water
Tank20Container	2388	3385	32580	10353.412	6.058	2.438	2.591	Apple juice
HC40Container	2389	4010	28490	23424.111	12.032	2.35	2.7	Bed
HardTop20Container	2390	2590	27780	13602.272	5.886	2.342	2.375	Bicycle
DV20Container	2391	2370	28230	15649.891	5.9	2.35	2.395	TV
Reefer20Container	2392	2905	27420	14036.671	5.535	2.284	2.224	Pizza
Tank20Container	2393	3385	32580	25674.261	6.058	2.438	2.591	Apple juice
HardTop20Container	2394	2590	27780	26846.477	5.886	2.342	2.375	Bicycle
HardTop20Container	2395	2590	27780	12816.568	5.886	2.342	2.375	Bicycle
Reefer20Container	2396	2905	27420	26373.527	5.535	2.284	2.224	Pizza
Reefer20Container	2397	2905	27420	8514.101	5.535	2.284	2.224	Pizza
Reefer20Container	2398	2905	27420	19450.445	5.535	2.284	2.224	Ice Cream
DV20Container	2399	2370	28230	27411.916	5.9	2.35	2.395	Cleaning agent
Reefer20Container	2400	2905	27420	23568.771	5.535	2.284	2.224	Ice Cream
HC40Container	2401	4010	28490	9913.003	12.032	2.35	2.7	Flower pot
DV20Container	2402	2370	28230	17256.187	5.9	2.35	2.395	Cleaning agent
HardTop20Container	2403	2590	27780	24389.383	5.886	2.342	2.375	Bicycle
Reefer20Container	2404	2905	27420	5053.164	5.535	2.284	2.224	Pizza
Reefer20Container	2405	2905	27420	22602.017	5.535	2.284	2.224	Steak
DV20Container	2406	2370	28230	22220.529	5.9	2.35	2.395	TV
HC40Container	2407	4010	28490	11317.208	12.032	2.35	2.7	Lamp
Reefer20Container	2408	2905	27420	6791.592	5.535	2.284	2.224	Pizza
Tank20Container	2409	3385	32580	29261.827	6.058	2.438	2.591	Oil
Reefer20Container	2410	2905	27420	23266.418	5.535	2.284	2.224	Steak
Tank20Container	2411	3385	32580	14691.744	6.058	2.438	2.591	Oil
Tank20Container	2412	3385	32580	28695.174	6.058	2.438	2.591	Water
DV20Container	2413	2370	28230	26182.726	5.9	2.35	2.395	Headphones
HC40Container	2414	4010	28490	23925.246	12.032	2.35	2.7	Bed
Reefer20Container	2415	2905	27420	15815.463	5.535	2.284	2.224	Ice Cream
HC40Container	2416	4010	28490	6467.148	12.032	2.35	2.7	Flower pot
Reefer20Container	2417	2905	27420	11304.984	5.535	2.284	2.224	Fries
Reefer20Container	2418	2905	27420	15578.857	5.535	2.284	2.224	Steak
Tank20Container	2419	3385	32580	6509.647	6.058	2.438	2.591	Oil
DV20Container	2420	2370	28230	21043.873	5.9	2.35	2.395	Cleaning agent
HC40Container	2421	4010	28490	10642.683	12.032	2.35	2.7	Bed
HardTop20Container	2422	2590	27780	19307.944	5.886	2.342	2.375	Laptop
DV20Container	2423	2370	28230	12333.909	5.9	2.35	2.395	TV
HardTop20Container	2424	2590	27780	11803.712	5.886	2.342	2.375	Desk
HC40Container	2425	4010	28490	27152.009	12.032	2.35	2.7	Flower pot
DV20Container	2426	2370	28230	22037.65	5.9	2.35	2.395	TV
DV20Container	2427	2370	28230	8154.352	5.9	2.35	2.395	Cleaning agent
DV20Container	2428	2370	28230	4250.368	5.9	2.35	2.395	TV
Tank20Container	2429	3385	32580	6773.122	6.058	2.438	2.591	Apple juice
HardTop20Container	2430	2590	27780	26260.224	5.886	2.342	2.375	Bicycle
Reefer20Container	2431	2905	27420	24397.549	5.535	2.284	2.224	Fries
DV20Container	2432	2370	28230	21009.297	5.9	2.35	2.395	TV
HC40Container	2433	4010	28490	8525.235	12.032	2.35	2.7	Jeans
HardTop20Container	2434	2590	27780	23564.994	5.886	2.342	2.375	Desk
HC40Container	2435	4010	28490	28467.175	12.032	2.35	2.7	Bed
HC40Container	2436	4010	28490	27876.73	12.032	2.35	2.7	Jeans
DV20Container	2437	2370	28230	15955.344	5.9	2.35	2.395	Headphones
DV20Container	2438	2370	28230	17393.394	5.9	2.35	2.395	TV
Tank20Container	2439	3385	32580	20069.067	6.058	2.438	2.591	Milk
Reefer20Container	2440	2905	27420	4236.668	5.535	2.284	2.224	Ice Cream
Reefer20Container	2441	2905	27420	5041.171	5.535	2.284	2.224	Ice Cream
HardTop20Container	2442	2590	27780	12996.613	5.886	2.342	2.375	Laptop
HC40Container	2443	4010	28490	16193.465	12.032	2.35	2.7	Jeans
HC40Container	2444	4010	28490	27369.482	12.032	2.35	2.7	Lamp
Reefer20Container	2445	2905	27420	4433.643	5.535	2.284	2.224	Steak
Reefer20Container	2446	2905	27420	23289.112	5.535	2.284	2.224	Steak
Tank20Container	2447	3385	32580	9589.908	6.058	2.438	2.591	Oil
HC40Container	2448	4010	28490	25760.014	12.032	2.35	2.7	Lamp
HC40Container	2449	4010	28490	7648.635	12.032	2.35	2.7	Flower pot
HC40Container	2450	4010	28490	12355.286	12.032	2.35	2.7	Bed
Tank20Container	2451	3385	32580	25538.49	6.058	2.438	2.591	Apple juice
Reefer20Container	2452	2905	27420	18199.291	5.535	2.284	2.224	Ice Cream
DV20Container	2453	2370	28230	19929.403	5.9	2.35	2.395	Shampoo
Tank20Container	2454	3385	32580	27505.702	6.058	2.438	2.591	Water
HC40Container	2455	4010	28490	14800.282	12.032	2.35	2.7	Flower pot
DV20Container	2456	2370	28230	4117.278	5.9	2.35	2.395	Cleaning agent
Tank20Container	2457	3385	32580	23540.374	6.058	2.438	2.591	Oil
Reefer20Container	2458	2905	27420	6304.07	5.535	2.284	2.224	Pizza
Reefer20Container	2459	2905	27420	11292.589	5.535	2.284	2.224	Ice Cream
HardTop20Container	2460	2590	27780	26210.731	5.886	2.342	2.375	Painting
HC40Container	2461	4010	28490	24088.008	12.032	2.35	2.7	Lamp
HC40Container	2462	4010	28490	8589.505	12.032	2.35	2.7	Flower pot
DV20Container	2463	2370	28230	20695.762	5.9	2.35	2.395	Headphones
Tank20Container	2464	3385	32580	20861.291	6.058	2.438	2.591	Apple juice
Reefer20Container	2465	2905	27420	21888.295	5.535	2.284	2.224	Steak
Tank20Container	2466	3385	32580	28076.286	6.058	2.438	2.591	Water
HardTop20Container	2467	2590	27780	13636.561	5.886	2.342	2.375	Desk
DV20Container	2468	2370	28230	6871.928	5.9	2.35	2.395	TV
Reefer20Container	2469	2905	27420	27237.909	5.535	2.284	2.224	Pizza
DV20Container	2470	2370	28230	9856.291	5.9	2.35	2.395	TV
Tank20Container	2471	3385	32580	23770.507	6.058	2.438	2.591	Oil
HardTop20Container	2472	2590	27780	24402.574	5.886	2.342	2.375	Bicycle
HC40Container	2473	4010	28490	5300.029	12.032	2.35	2.7	Bed
DV20Container	2474	2370	28230	26810.302	5.9	2.35	2.395	Shampoo
HardTop20Container	2475	2590	27780	27454.04	5.886	2.342	2.375	Painting
HardTop20Container	2476	2590	27780	27760.268	5.886	2.342	2.375	Desk
Tank20Container	2477	3385	32580	12204.306	6.058	2.438	2.591	Water
HC40Container	2478	4010	28490	6665.891	12.032	2.35	2.7	Lamp
Tank20Container	2479	3385	32580	27041.446	6.058	2.438	2.591	Oil
HardTop20Container	2480	2590	27780	20032.958	5.886	2.342	2.375	Painting
DV20Container	2481	2370	28230	7054.084	5.9	2.35	2.395	Cleaning agent
Reefer20Container	2482	2905	27420	13179.62	5.535	2.284	2.224	Ice Cream
Reefer20Container	2483	2905	27420	14916.403	5.535	2.284	2.224	Steak
DV20Container	2484	2370	28230	7726.604	5.9	2.35	2.395	TV
DV20Container	2485	2370	28230	20815.034	5.9	2.35	2.395	Cleaning agent
DV20Container	2486	2370	28230	23197.831	5.9	2.35	2.395	Headphones
HC40Container	2487	4010	28490	17236.715	12.032	2.35	2.7	Flower pot
Reefer20Container	2488	2905	27420	26696.251	5.535	2.284	2.224	Fries
HardTop20Container	2489	2590	27780	19605.269	5.886	2.342	2.375	Painting
DV20Container	2490	2370	28230	8047.388	5.9	2.35	2.395	Cleaning agent
HardTop20Container	2491	2590	27780	14347.236	5.886	2.342	2.375	Bicycle
HardTop20Container	2492	2590	27780	27384.699	5.886	2.342	2.375	Desk
Tank20Container	2493	3385	32580	4406.243	6.058	2.438	2.591	Apple juice
Tank20Container	2494	3385	32580	16959.656	6.058	2.438	2.591	Oil
DV20Container	2495	2370	28230	23279.615	5.9	2.35	2.395	Shampoo
Reefer20Container	2496	2905	27420	23359.256	5.535	2.284	2.224	Pizza
Tank20Container	2497	3385	32580	13309.357	6.058	2.438	2.591	Milk
HC40Container	2498	4010	28490	20822.329	12.032	2.35	2.7	Lamp
Tank20Container	2499	3385	32580	24958.654	6.058	2.438	2.591	Water
